Agrupacions censals (a 01-01-2024)
Institut d'Estadística de Catalunya
https://www.idescat.cat/codis/?id=50&n=81
Nivell;Codi;Nom;Tipus AC;Codi comarca;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02004; ;;;
Secció censal;02011; ;;;
Secció censal;03001; ;;;
Secció censal;06001; ;;;
Secció censal;06011; ;;;
Agrupació censal;431233002;Reus 2 (Horts Miró, Muralla);10;08;
Municipi;431233;Reus;;;
Secció censal;04003; ;;;
Secció censal;04004; ;;;
Secció censal;04008; ;;;
Secció censal;05001; ;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;05005; ;;;
Secció censal;05007; ;;;
Agrupació censal;431233003;Reus 3 (Carrilet, Pastoreta);10;08;
Municipi;431233;Reus;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Secció censal;03009; ;;;
Secció censal;03010; ;;;
Secció censal;03011; ;;;
Secció censal;04002; ;;;
Secció censal;04005; ;;;
Secció censal;04007; ;;;
Agrupació censal;431233004;Reus 4 (Misericòrdia, Mas Vilanova, Monestirs);10;08;
Municipi;431233;Reus;;;
Secció censal;02012; ;;;
Secció censal;02015; ;;;
Secció censal;03007; ;;;
Secció censal;03008; ;;;
Secció censal;03013; ;;;
Agrupació censal;431233005;Reus 5 (Escorxador, Mare Molas);10;08;
Municipi;431233;Reus;;;
Secció censal;02003; ;;;
Secció censal;02006; ;;;
Secció censal;02007; ;;;
Secció censal;02008; ;;;
Secció censal;02010; ;;;
Secció censal;02013; ;;;
Secció censal;02014; ;;;
Agrupació censal;431233006;Reus 6 (Ample, Mineta, Niloga, Poetes);10;08;
Municipi;431233;Reus;;;
Secció censal;02009; ;;;
Secció censal;06002; ;;;
Secció censal;06003; ;;;
Secció censal;06004; ;;;
Secció censal;06006; ;;;
Secció censal;06007; ;;;
Secció censal;06008; ;;;
Secció censal;06012; ;;;
Secció censal;06013; ;;;
Agrupació censal;431233007;Reus 7 (Xalets Quintana);10;08;
Municipi;431233;Reus;;;
Secció censal;05004; ;;;
Secció censal;09001; ;;;
Secció censal;10001; ;;;
Agrupació censal;431233008;Reus 8 (Mas Abelló, Mas Iglésies);10;08;
Municipi;431233;Reus;;;
Secció censal;07001; ;;;
Secció censal;07002; ;;;
Secció censal;07003; ;;;
Secció censal;07005; ;;;
Agrupació censal;431233009;Reus 9 (Fortuny, Juroca, Montserrat);10;08;
Municipi;431233;Reus;;;
Secció censal;03005; ;;;
Secció censal;03012; ;;;
Secció censal;08001; ;;;
Secció censal;08002; ;;;
Agrupació censal;431233010;Reus 10 (Immaculada);10;08;
Municipi;431233;Reus;;;
Secció censal;08003; ;;;
Secció censal;08005; ;;;
Secció censal;08006; ;;;
Secció censal;08007; ;;;
Agrupació censal;431233011;Reus 11 (Gaudí, Alcolea);10;08;
Municipi;431233;Reus;;;
Secció censal;06005; ;;;
Secció censal;06009; ;;;
Secció censal;08004; ;;;
Secció censal;09002; ;;;
Agrupació censal;810081001;Baix Camp Nord i Est (la Selva del Camp);31;08;
Municipi;430038;Albiol, l';;;
Secció censal;01001; ;;;
Municipi;430115;Almoster;;;
Secció censal;01001; ;;;
Municipi;430154;Arbolí;;;
Secció censal;01001; ;;;
Municipi;430398;Capafonts;;;
Secció censal;01001; ;;;
Municipi;430424;Castellvell del Camp;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;430574;Febró, la;;;
Secció censal;01001; ;;;
Municipi;431166;Prades;;;
Secció censal;01001; ;;;
Municipi;431457;Selva del Camp, la;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Municipi;431690;Vilaplana;;;
Secció censal;01001; ;;;
Agrupació censal;810081002;Baix Camp Centre (Riudoms);31;08;
Municipi;430075;Aleixar, l';;;
Secció censal;01001; ;;;
Municipi;430094;Alforja;;;
Secció censal;01001; ;;;
Municipi;430311;Borges del Camp, les;;;
Secció censal;01001; ;;;
Municipi;430332;Botarell;;;
Secció censal;01001; ;;;
Municipi;430537;Duesaigües;;;
Secció censal;01001; ;;;
Municipi;430810;Maspujols;;;
Secció censal;01001; ;;;
Municipi;430884;Montbrió del Camp;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;431286;Riudecols;;;
Secció censal;01001; ;;;
Municipi;431299;Riudoms;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Municipi;431785;Vinyols i els Arcs;;;
Secció censal;01001; ;;;
Agrupació censal;810081003;Baix Camp Sud-oest i Oest (Vandellòs i l'Hospitalet de l'Infant - Riudecanyes);31;08;
Municipi;430173;Argentera, l';;;
Secció censal;01001; ;;;
Municipi;430458;Colldejou;;;
Secció censal;01001; ;;;
Municipi;431188;Pratdip;;;
Secció censal;01001; ;;;
Municipi;431270;Riudecanyes;;;
Secció censal;01001; ;;;
Municipi;431628;Vandellòs i l'Hospitalet de l'Infant;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Municipi;431671;Vilanova d'Escornalbou;;;
Secció censal;01001; ;;;
Agrupació censal;431554001;Tortosa 1 (Sud-est);10;09;
Municipi;431554;Tortosa;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Secció censal;03004; ;;;
Agrupació censal;431554002;Tortosa 2 (Oest);10;09;
Municipi;431554;Tortosa;;;
Secció censal;03002; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;04004; ;;;
Secció censal;04005; ;;;
Secció censal;04006; ;;;
Secció censal;04007; ;;;
Secció censal;04008; ;;;
Secció censal;04009; ;;;
Agrupació censal;431554003;Tortosa 3 (Nord-est);10;09;
Municipi;431554;Tortosa;;;
Secció censal;01001; ;;;
Secció censal;01005; ;;;
Secció censal;03001; ;;;
Secció censal;04003; ;;;
Agrupació censal;439018000;Deltebre;20;09;
Municipi;439018;Deltebre;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Agrupació censal;810094001;Baix Ebre Oest (Roquetes);31;09;
Municipi;430081;Alfara de Carles;;;
Secció censal;01001; ;;;
Municipi;431021;Paüls;;;
Secció censal;01001; ;;;
Municipi;431331;Roquetes;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Municipi;430521;Xerta;;;
Secció censal;01001; ;;;
Agrupació censal;810094002;Baix Ebre Nord-est (l'Ametlla de Mar);31;09;
Municipi;430069;Aldover;;;
Secció censal;01001; ;;;
Municipi;430136;Ametlla de Mar, l';;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;430252;Benifallet;;;
Secció censal;01001; ;;;
Municipi;431042;Perelló, el;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;431495;Tivenys;;;
Secció censal;01001; ;;;
Agrupació censal;810094003;Baix Ebre Sud-est (l'Aldea);31;09;
Municipi;439044;Aldea, l';;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;439060;Ampolla, l';;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;439039;Camarles;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Agrupació censal;170221000;Bisbal d'Empordà, la;20;10;
Municipi;170221;Bisbal d'Empordà, la;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Agrupació censal;170340000;Calonge i Sant Antoni;20;10;
Municipi;170340;Calonge i Sant Antoni;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Agrupació censal;170486000;Castell d'Aro, Platja d'Aro i s'Agaró;20;10;
Municipi;170486;Castell d'Aro, Platja d'Aro i s'Agaró;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Agrupació censal;171175001;Palafrugell 1 (Oest);10;10;
Municipi;171175;Palafrugell;;;
Secció censal;01001; ;;;
Secció censal;01003; ;;;
Secció censal;01005; ;;;
Secció censal;02002; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Agrupació censal;171175002;Palafrugell 2 (Est);10;10;
Municipi;171175;Palafrugell;;;
Secció censal;01002; ;;;
Secció censal;01004; ;;;
Secció censal;02001; ;;;
Secció censal;02003; ;;;
Agrupació censal;171181001;Palamós 1 (Est);10;10;
Municipi;171181;Palamós;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Agrupació censal;171181002;Palamós 2 (Oest);10;10;
Municipi;171181;Palamós;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Agrupació censal;171609001;Sant Feliu de Guíxols 1 (Est, Centre i Oest);10;10;
Municipi;171609;Sant Feliu de Guíxols;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02004; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Agrupació censal;171609002;Sant Feliu de Guíxols 2 (Nord);10;10;
Municipi;171609;Sant Feliu de Guíxols;;;
Secció censal;02003; ;;;
Secció censal;02005; ;;;
Secció censal;03003; ;;;
Agrupació censal;171997000;Torroella de Montgrí;20;10;
Municipi;171997;Torroella de Montgrí;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Agrupació censal;810108001;Baix Empordà Nord (Verges);31;10;
Municipi;170046;Albons;;;
Secció censal;01001; ;;;
Municipi;170182;Bellcaire d'Empordà;;;
Secció censal;01001; ;;;
Municipi;170558;Colomers;;;
Secció censal;01001; ;;;
Municipi;170681;Foixà;;;
Secció censal;01001; ;;;
Municipi;170708;Fontanilles;;;
Secció censal;01001; ;;;
Municipi;170767;Garrigoles;;;
Secció censal;01001; ;;;
Municipi;170813;Gualta;;;
Secció censal;01001; ;;;
Municipi;170852;Jafre;;;
Secció censal;01001; ;;;
Municipi;171267;Parlavà;;;
Secció censal;01001; ;;;
Municipi;171306;Pera, la;;;
Secció censal;01001; ;;;
Municipi;171539;Rupià;;;
Secció censal;01001; ;;;
Municipi;171910;Serra de Daró;;;
Secció censal;01001; ;;;
Municipi;171959;Tallada d'Empordà, la;;;
Secció censal;01001; ;;;
Municipi;172044;Ullà;;;
Secció censal;01001; ;;;
Municipi;172039;Ultramort;;;
Secció censal;01001; ;;;
Municipi;172116;Verges;;;
Secció censal;01001; ;;;
Municipi;172327;Vilopriu;;;
Secció censal;01001; ;;;
Agrupació censal;810108002;Baix Empordà Est (Begur);31;10;
Municipi;170139;Begur;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;171100;Mont-ras;;;
Secció censal;01001; ;;;
Municipi;171241;Pals;;;
Secció censal;01001; ;;;
Municipi;171447;Regencós;;;
Secció censal;01001; ;;;
Municipi;171978;Torrent;;;
Secció censal;01001; ;;;
Municipi;172095;Vall-llobrega;;;
Secció censal;01001; ;;;
Agrupació censal;810108003;Baix Empordà Centre-oest (Forallac - Santa Cristina d'Aro);31;10;
Municipi;170577;Corçà;;;
Secció censal;01001; ;;;
Municipi;179011;Cruïlles, Monells i Sant Sadurní de l'Heura;;;
Secció censal;01001; ;;;
Municipi;179026;Forallac;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;171215;Palau-sator;;;
Secció censal;01001; ;;;
Municipi;171812;Santa Cristina d'Aro;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;172057;Ullastret;;;
Secció censal;01001; ;;;
Agrupació censal;080018001;Abrera 1 (Nord, Est i Oest);10;11;
Municipi;080018;Abrera;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Agrupació censal;080018002;Abrera 2 (Centre i Sud);10;11;
Municipi;080018;Abrera;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01005; ;;;
Agrupació censal;080569001;Castelldefels 1 (Centre);10;11;
Municipi;080569;Castelldefels;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02006; ;;;
Secció censal;02007; ;;;
Agrupació censal;080569002;Castelldefels 2 (Vista Alegre - el Castell);10;11;
Municipi;080569;Castelldefels;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;03001; ;;;
Secció censal;03003; ;;;
Agrupació censal;080569003;Castelldefels 3 (els Canyars);10;11;
Municipi;080569;Castelldefels;;;
Secció censal;01003; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01010; ;;;
Agrupació censal;080569004;Castelldefels 4 (el Poble Vell);10;11;
Municipi;080569;Castelldefels;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01009; ;;;
Agrupació censal;080569005;Castelldefels 5 (les Botigues - Can Bou - Mar i Sol);10;11;
Municipi;080569;Castelldefels;;;
Secció censal;05001; ;;;
Secció censal;05004; ;;;
Secció censal;05005; ;;;
Agrupació censal;080569006;Castelldefels 6 (Baixador - Lluminetes - la Pineda);10;11;
Municipi;080569;Castelldefels;;;
Secció censal;04004; ;;;
Secció censal;04006; ;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;05006; ;;;
Secció censal;05007; ;;;
Agrupació censal;080569007;Castelldefels 7 (el Poal - Bellamar);10;11;
Municipi;080569;Castelldefels;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Secció censal;04007; ;;;
Agrupació censal;080569008;Castelldefels 8 (Montmar);10;11;
Municipi;080569;Castelldefels;;;
Secció censal;02005; ;;;
Secció censal;04001; ;;;
Secció censal;04005; ;;;
Agrupació censal;080569009;Castelldefels 9 (Can Roca - la Muntanyeta);10;11;
Municipi;080569;Castelldefels;;;
Secció censal;03002; ;;;
Secció censal;03004; ;;;
Secció censal;03005; ;;;
Secció censal;03006; ;;;
Agrupació censal;080728001;Corbera de Llobregat 1 (Nucli Urbà);10;11;
Municipi;080728;Corbera de Llobregat;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01009; ;;;
Secció censal;01010; ;;;
Agrupació censal;080728002;Corbera de Llobregat 2 (Urbanitzacions);10;11;
Municipi;080728;Corbera de Llobregat;;;
Secció censal;01001; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01011; ;;;
Agrupació censal;080734001;Cornellà de Llobregat 1 (Centre);10;11;
Municipi;080734;Cornellà de Llobregat;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01009; ;;;
Secció censal;01010; ;;;
Secció censal;01014; ;;;
Agrupació censal;080734002;Cornellà de Llobregat 2 (Fontsanta - Fatjó);10;11;
Municipi;080734;Cornellà de Llobregat;;;
Secció censal;03004; ;;;
Secció censal;03008; ;;;
Secció censal;03009; ;;;
Secció censal;03010; ;;;
Agrupació censal;080734003;Cornellà de Llobregat 3 (el Pedró);10;11;
Municipi;080734;Cornellà de Llobregat;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;03005; ;;;
Secció censal;03006; ;;;
Secció censal;03007; ;;;
Agrupació censal;080734004;Cornellà de Llobregat 4 (Bonavista);10;11;
Municipi;080734;Cornellà de Llobregat;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Secció censal;04004; ;;;
Secció censal;04005; ;;;
Secció censal;04006; ;;;
Secció censal;04014; ;;;
Secció censal;04015; ;;;
Secció censal;04016; ;;;
Secció censal;04017; ;;;
Agrupació censal;080734005;Cornellà de Llobregat 5 (Gavarra);10;11;
Municipi;080734;Cornellà de Llobregat;;;
Secció censal;04007; ;;;
Secció censal;04008; ;;;
Secció censal;04009; ;;;
Secció censal;04010; ;;;
Secció censal;04011; ;;;
Secció censal;04012; ;;;
Secció censal;04013; ;;;
Secció censal;04018; ;;;
Secció censal;04019; ;;;
Agrupació censal;080734006;Cornellà de Llobregat 6 (Sant Ildefons Oest);10;11;
Municipi;080734;Cornellà de Llobregat;;;
Secció censal;05001; ;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;05005; ;;;
Secció censal;05006; ;;;
Secció censal;05007; ;;;
Secció censal;05008; ;;;
Secció censal;05009; ;;;
Secció censal;05010; ;;;
Agrupació censal;080734007;Cornellà de Llobregat 7 (Sant Ildefons Est);10;11;
Municipi;080734;Cornellà de Llobregat;;;
Secció censal;06001; ;;;
Secció censal;06004; ;;;
Secció censal;06005; ;;;
Secció censal;06013; ;;;
Agrupació censal;080734008;Cornellà de Llobregat 8 (Sant Ildefons - Torre de la Miranda);10;11;
Municipi;080734;Cornellà de Llobregat;;;
Secció censal;06007; ;;;
Secció censal;06008; ;;;
Secció censal;06009; ;;;
Secció censal;06010; ;;;
Secció censal;06014; ;;;
Secció censal;06015; ;;;
Agrupació censal;080734009;Cornellà de Llobregat 9 (Almeda);10;11;
Municipi;080734;Cornellà de Llobregat;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Agrupació censal;080734010;Cornellà de Llobregat 10 (Riera - Camp de les Aigües);10;11;
Municipi;080734;Cornellà de Llobregat;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01008; ;;;
Secció censal;01011; ;;;
Secció censal;01012; ;;;
Secció censal;01013; ;;;
Agrupació censal;080765001;Esparreguera 1 (Est);10;11;
Municipi;080765;Esparreguera;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;02001; ;;;
Agrupació censal;080765002;Esparreguera 2 (Oest);10;11;
Municipi;080765;Esparreguera;;;
Secció censal;01004; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Agrupació censal;080771001;Esplugues de Llobregat 1 (Nucli Antic i Barris de Collserola);10;11;
Municipi;080771;Esplugues de Llobregat;;;
Secció censal;01001; ;;;
Secció censal;04001; ;;;
Secció censal;05001; ;;;
Secció censal;07001; ;;;
Agrupació censal;080771002;Esplugues de Llobregat 2 (Can Vidalet);10;11;
Municipi;080771;Esplugues de Llobregat;;;
Secció censal;10004; ;;;
Secció censal;10005; ;;;
Secció censal;10006; ;;;
Secció censal;10007; ;;;
Secció censal;10008; ;;;
Agrupació censal;080771003;Esplugues de Llobregat 3 (Can Clota - Can Cervera);10;11;
Municipi;080771;Esplugues de Llobregat;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;10001; ;;;
Secció censal;10002; ;;;
Secció censal;10003; ;;;
Agrupació censal;080771004;Esplugues de Llobregat 4 (la Plana);10;11;
Municipi;080771;Esplugues de Llobregat;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Secció censal;02006; ;;;
Agrupació censal;080771005;Esplugues de Llobregat 5 (el Gall - Montesa);10;11;
Municipi;080771;Esplugues de Llobregat;;;
Secció censal;08001; ;;;
Secció censal;08002; ;;;
Secció censal;09001; ;;;
Secció censal;09002; ;;;
Agrupació censal;080771006;Esplugues de Llobregat 6 (Centre Sud);10;11;
Municipi;080771;Esplugues de Llobregat;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Agrupació censal;080898001;Gavà 1 (Centre);10;11;
Municipi;080898;Gavà;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02008; ;;;
Agrupació censal;080898002;Gavà 2 (Nucli Antic - Carretera de Santa Creu);10;11;
Municipi;080898;Gavà;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Agrupació censal;080898003;Gavà 3 (Gavà Mar);10;11;
Municipi;080898;Gavà;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Agrupació censal;080898004;Gavà 4 (les Panes);10;11;
Municipi;080898;Gavà;;;
Secció censal;01004; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Agrupació censal;080898005;Gavà 5 (la Sentiu - Ca n'Espinós - Eramprunyà);10;11;
Municipi;080898;Gavà;;;
Secció censal;03004; ;;;
Secció censal;03005; ;;;
Secció censal;03008; ;;;
Secció censal;03009; ;;;
Agrupació censal;080898006;Gavà 6 (Eixample - la Bòbila);10;11;
Municipi;080898;Gavà;;;
Secció censal;02003; ;;;
Secció censal;02009; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
